+--------------+----------+---------------+-------------------+--------+-------+-------------------------+-------------------------+----------------------------------------------------+--------+----------------------------------------+----------+
|    corpus    |  optim   | learning_rate | start_decay_steps | length |  type |        start_time       |         end_time        |                     model_path                     |  score | path                                   |     size |
| Tagged-cs-en |   sgd    |      0.01     |       50000       | 10531  | train | 2019-07-01 20:40:24,988 | 2019-07-02 00:13:44,191 |   /data/4dahmen/Tagged-cs-en/train/Tagged-cs-en    | 11.431 | wtmgws2-train-2019-07-01T20+02:00.log  | 114.1KiB |
| Clean-cs-en  |   sgd    |      0.01     |       21500       |  4581  | train | 2019-07-23 16:50:35,757 | 2019-07-23 19:44:27,753 |                        None                        | 11.019 | wtmgws6-Clean-cs-en-2-.35              |  40.8KiB |
| Clean-cs-en  |   sgd    |      0.01     |       21500       |  4751  | train | 2019-07-08 02:47:20,051 | 2019-07-08 06:03:03,647 |    /data/4dahmen/Clean-cs-en/train/Clean-cs-en     | 10.977 | wtmgws6-train-2019-07-08T02+02:00.log  |  41.0KiB |
| Clean-cs-en  | adadelta |      0.01     |       50000       |  4581  | train | 2019-07-20 18:52:16,876 | 2019-07-20 22:19:15,291 |                        None                        | 10.753 | wtmgws6-Clean-cs-en-2-.11              |  40.8KiB |
| Clean-de-en  |   adam   |      0.01     |        9875       |  4641  | train | 2019-07-20 23:34:03,215 | 2019-07-21 02:02:56,129 |                        None                        | 10.681 | wtmgws10-Clean-de-en.11                |  42.4KiB |
| Clean-cs-en  | adadelta |      0.01     |       21500       |  4581  | train | 2019-07-20 22:19:28,787 | 2019-07-21 01:46:35,542 |                        None                        | 10.227 | wtmgws6-Clean-cs-en-2-.12              |  40.8KiB |
| Clean-cs-en  |   sgd    |      0.01     |       10750       |  4581  | train | 2019-07-23 19:44:49,609 | 2019-07-23 22:38:28,524 |                        None                        | 10.207 | wtmgws6-Clean-cs-en-2-.36              |  40.8KiB |
| Clean-cs-en  |   sgd    |      0.01     |       10750       | 10531  | train | 2019-07-08 02:47:13,546 | 2019-07-08 05:38:45,901 |  /tmp/4dahmen/data/Clean-cs-en/train/Clean-cs-en   | 10.180 | wtmgws3-train-2019-07-08T02+02:00.log  | 114.3KiB |
| Tagged-cs-en | adadelta |      0.01     |       21500       |  4701  | train | 2019-07-13 17:22:02,934 | 2019-07-13 21:11:48,167 |   /data/4dahmen/Tagged-cs-en/train/Tagged-cs-en    | 10.095 | wtmgws2-Tagged-cs-en32                 |  41.0KiB |
| Tagged-cs-en |   sgd    |      0.01     |       10750       |  4711  | train | 2019-07-11 16:26:49,208 | 2019-07-11 19:41:08,764 |   /data/4dahmen/Tagged-cs-en/train/Tagged-cs-en    | 10.048 | wtmgws2-Tagged-cs-en05                 |  41.0KiB |
